Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-21 23:00:00,987.1545947108078,988.1281199521401,957.36474609375,957.36474609375,429831,0.0,0.0
2021-02-22 23:00:00,963.0111583878572,969.2416841370526,915.8925140269513,968.6575927734375,894734,0.0,0.0
2021-02-23 23:00:00,968.6576485152824,976.4458507144003,955.0282946668261,962.4270629882812,635026,0.0,0.0
2021-02-24 23:00:00,969.4364276756302,984.234023292466,968.073527983362,983.260498046875,636585,0.0,0.0
2021-02-25 23:00:00,991.0486907653196,992.995741238336,961.6482167389199,971.5781860351562,877615,0.0,0.0
2021-02-28 23:00:00,982.2870428521674,993.482583974863,968.2682545482145,974.4988403320312,520393,0.0,0.0
2021-03-01 23:00:00,974.8825505228634,978.0178631480844,948.2324829101562,948.2324829101562,565665,6.391715,0.0
2021-03-02 23:00:00,948.2324995912966,949.016312811112,894.932423229351,901.7908935546875,940068,0.0,0.0
2021-03-03 23:00:00,898.4596422941789,909.4332071373847,882.979106437338,901.3989868164062,857429,0.0,0.0
2021-03-04 23:00:00,896.1080685952885,909.0411953829849,881.8032836914062,881.8032836914062,648839,0.0,0.0
2021-03-07 23:00:00,889.6415851774772,893.7566793598869,863.1874851777064,887.0941772460938,549834,0.0,0.0
2021-03-08 23:00:00,901.3989666667957,950.388040942165,899.8313402104303,942.3538208007812,1052871,0.0,0.0
2021-03-09 23:00:00,956.070726650108,956.4626631504307,922.5621891103881,936.47509765625,659507,0.0,0.0
2021-03-10 23:00:00,940.786158942927,960.1858196657469,934.7115020011454,956.6586303710938,766731,0.0,0.0
2021-03-11 23:00:00,957.638417885837,958.2262628382982,923.7379436675354,943.529541015625,693633,0.0,0.0
2021-03-14 23:00:00,960.3818428988919,960.7737196201145,933.927742271118,948.0365600585938,580827,0.0,0.0
2021-03-15 23:00:00,947.8406075626552,974.8825519164756,939.8063876368896,972.3351440429688,613189,0.0,0.0
2021-03-16 23:00:00,969.395806702395,971.159401381557,928.6368618226063,937.4548950195312,666818,0.0,0.0
2021-03-17 23:00:00,940.590201690746,941.5699831508405,910.4129446800574,927.2651977539062,754526,0.0,0.0
2021-03-18 23:00:00,924.5217927668286,953.327392578125,920.0148218199994,953.327392578125,1103913,0.0,0.0
2021-03-21 23:00:00,953.327339818778,970.7674374667508,940.7861493641185,965.8685302734375,647870,0.0,0.0
2021-03-22 23:00:00,985.6601613061667,997.9074297120585,960.5777795313466,993.4984130859375,707670,0.0,0.0
2021-03-23 23:00:00,993.4983617908505,993.4983617908505,963.3211059570312,963.3211059570312,549242,0.0,0.0
2021-03-24 23:00:00,960.3818069551166,986.1500476049382,952.7395234644518,963.1251831054688,584600,0.0,0.0
2021-03-25 23:00:00,963.1252093322182,993.008544921875,963.1252093322182,993.008544921875,512498,0.0,0.0
2021-03-28 22:00:00,1004.2759932040698,1004.2759932040698,983.2106918832038,992.5186157226562,308880,0.0,0.0
2021-03-29 22:00:00,998.3973103954886,1004.2759991711245,971.551274399639,978.605712890625,470295,0.0,0.0
2021-03-30 22:00:00,983.7006123413861,1014.5637291628539,974.2947339924328,1003.7861328125,866960,0.0,0.0
2021-04-05 22:00:00,1039.5481709887804,1039.5481709887804,992.028768262149,1000.8468017578125,892906,0.0,0.0
2021-04-06 22:00:00,1011.6243137725412,1015.053548734482,991.538794709745,1001.3366088867188,765225,0.0,0.0
2021-04-07 22:00:00,1011.134464142151,1028.2806396484375,1000.8467588383792,1028.2806396484375,605935,0.0,0.0
2021-04-08 22:00:00,1028.7706298828125,1031.7099745396206,1015.0536881510417,1028.7706298828125,467396,0.0,0.0
2021-04-11 22:00:00,1026.8110034133006,1034.6492553477533,1017.503079241138,1024.8514404296875,492835,0.0,0.0
2021-04-12 22:00:00,1028.7704969513115,1028.7704969513115,1008.1950870122854,1013.093994140625,437908,0.0,0.0
2021-04-13 22:00:00,1018.9727614331151,1024.8514504413831,990.0692071424643,991.5388793945312,486796,0.0,0.0
2021-04-14 22:00:00,990.5591066038454,1004.7659384987571,969.3958499084239,980.7612915039062,776204,0.0,0.0
2021-04-15 22:00:00,980.7612365317543,982.2309087143694,967.6321411132812,967.6321411132812,1887201,0.0,0.0
2021-04-18 22:00:00,967.8280866793549,979.585463864691,933.1438598632812,933.1438598632812,907145,0.0,0.0
2021-04-19 22:00:00,930.2045273734554,930.2045273734554,903.5544601215518,906.8856811523438,856962,0.0,0.0
2021-04-20 22:00:00,911.9805689292812,919.0350073854263,894.1485344376993,900.8110961914062,937544,0.0,0.0
2021-04-21 22:00:00,903.3585382950229,971.1594297021178,903.3585382950229,955.6788940429688,962555,0.0,0.0
2021-04-22 22:00:00,958.0303122799487,975.2745020843519,951.1718419693727,970.1796264648438,878611,0.0,0.0
2021-04-25 22:00:00,985.6601623013319,993.4984140890164,969.3958137623325,971.7472534179688,609616,0.0,0.0
2021-04-26 22:00:00,979.78147913198,979.78147913198,952.5435659723341,956.2667236328125,514225,0.0,0.0
2021-04-27 22:00:00,959.2061087165525,960.1858902372027,940.7862280885522,947.44873046875,456701,0.0,0.0
2021-04-28 22:00:00,940.5902198300663,940.5902198300663,883.7628940486665,883.9588623046875,1141317,0.0,0.0
2021-05-02 22:00:00,891.6011403069258,916.6835220918174,882.979075305939,899.4393920898438,688292,0.0,0.0
2021-05-03 22:00:00,900.4191751042638,915.5078337326595,851.2341331220232,854.3694458007812,1005616,0.0,0.0
2021-05-04 22:00:00,857.3087794246392,881.9992842322916,857.3087794246392,861.2279052734375,637948,0.0,0.0
2021-05-05 22:00:00,861.2278897147916,867.1065783817867,834.5778224641907,838.4969482421875,664323,0.0,0.0
2021-05-06 22:00:00,849.0785852413113,883.5669044280445,838.3009892330268,874.3569946289062,747986,0.0,0.0
2021-05-09 22:00:00,867.10658407413,869.4580834768104,843.9837657525987,847.1190185546875,620900,0.0,0.0
2021-05-10 22:00:00,836.1455440663376,836.1455440663376,801.6572237991828,822.62451171875,949676,0.0,0.0
2021-05-11 22:00:00,823.0164236392615,862.5996184109289,822.0366421825481,830.8546752929688,816798,0.0,0.0
2021-05-16 22:00:00,855.7411375460415,857.3087639367948,838.4969482421875,838.4969482421875,823946,0.0,0.0
2021-05-17 22:00:00,864.1672910352215,879.6478269189397,859.464351751716,878.864013671875,757822,0.0,0.0
2021-05-18 22:00:00,867.1066122869601,886.1143969739228,860.052173650504,865.343017578125,650754,0.0,0.0
2021-05-19 22:00:00,865.1470331524645,887.6820068359375,865.1470331524645,887.6820068359375,489562,0.0,0.0
2021-05-20 22:00:00,890.8173608466886,912.1765858043324,890.8173608466886,905.318115234375,498274,0.0,0.0
2021-05-24 22:00:00,907.6695904061597,919.4269682103787,904.3383094411846,915.1159057617188,485838,0.0,0.0
2021-05-25 22:00:00,915.5078289164438,927.657083256184,913.7441744306537,918.0552368164062,295674,0.0,0.0
2021-05-26 22:00:00,918.8390948843748,919.4269996753749,891.4052124023438,891.4052124023438,943813,0.0,0.0
2021-05-27 22:00:00,891.4052109128979,920.7986563802465,885.5265218194282,914.7239990234375,478515,0.0,0.0
2021-05-30 22:00:00,915.3118667298845,919.0350243780158,899.6353631157606,904.142333984375,318512,0.0,0.0
2021-05-31 22:00:00,907.4736015440835,925.8934810588947,898.0676636336101,907.0816650390625,433129,0.0,0.0
2021-06-01 22:00:00,907.0816774436946,917.467396957634,849.4705386835133,855.1532592773438,1054015,0.0,0.0
2021-06-02 22:00:00,854.369449163797,862.4036692468906,821.2528471541389,835.7536010742188,1048007,0.0,0.0
2021-06-03 22:00:00,847.5109917019821,859.2683696215471,836.5374270168313,856.9168701171875,601829,0.0,0.0
2021-06-06 22:00:00,858.2885963103611,858.6805328318629,837.5172164942248,844.5716552734375,609774,0.0,0.0
2021-06-07 22:00:00,861.0319769550503,865.5390077708712,844.7676278486498,850.84228515625,159218,0.0,0.0
2021-06-08 22:00:00,861.0319380661027,865.5389686783614,836.9293379871772,840.2605590820312,1015252,0.0,0.0
2021-06-09 22:00:00,843.7878103066189,846.5311864506341,804.9884283802959,818.5094604492188,823386,0.0,0.0
2021-06-10 22:00:00,826.5436237204763,827.3274967369406,819.2932767271021,823.9962158203125,393985,0.0,0.0
2021-06-13 22:00:00,833.4021111711193,856.3290219492458,825.5638592539636,850.6463012695312,532375,0.0,0.0
2021-06-14 22:00:00,857.3087745354436,871.8095281330774,848.0988049228456,854.1734619140625,398958,0.0,0.0
2021-06-15 22:00:00,869.6540331449996,891.7971308662275,855.5452154635444,887.2901000976562,908256,0.0,0.0
2021-06-16 22:00:00,870.045946632324,883.5669189778736,858.48453722964,874.5529174804688,580878,0.0,0.0
2021-06-17 22:00:00,883.1750614783915,889.2496588925009,853.7816166961213,855.3492431640625,854898,0.0,0.0
2021-06-20 22:00:00,854.3694619134124,862.2077138575721,843.1999289725381,856.133056640625,385041,0.0,0.0
2021-06-21 22:00:00,858.6805056650278,866.3227891835903,850.4503173828125,850.4503173828125,435613,0.0,0.0
2021-06-22 22:00:00,848.2947332172852,859.0723287323609,839.4767005231323,840.4564819335938,404555,0.0,0.0
2021-06-23 22:00:00,842.2201133445936,852.4098643794605,836.3414246247353,849.4705200195312,523725,0.0,0.0
2021-06-24 22:00:00,854.3694597063499,854.3694597063499,840.6525188395048,852.9977416992188,285028,0.0,0.0
2021-06-27 22:00:00,855.9370802039066,871.6135839424478,855.9370802039066,867.6944580078125,358317,0.0,0.0
2021-06-28 22:00:00,862.4036499854806,888.8577493114087,861.4238685289647,877.4922485351562,756241,0.0,0.0
2021-06-29 22:00:00,888.0739576362666,889.6415840842507,855.3492322748358,862.2077026367188,754746,0.0,0.0
2021-06-30 22:00:00,888.0739323683815,907.0816566641142,878.4720262940506,893.7566528320312,887005,0.0,0.0
2021-07-01 22:00:00,892.5808743169398,901.5948753482005,885.91837261596,896.5,440812,0.0,0.0
2021-07-04 22:00:00,896.5000768936358,903.7504839496158,887.8780116116035,897.4798583984375,274682,0.0,0.0
2021-07-05 22:00:00,897.8717597132564,914.9199213476409,892.1889793673467,913.352294921875,376903,0.0,0.0
2021-07-06 22:00:00,923.3460797748672,946.4688985095192,908.2574212405013,939.806396484375,641104,0.0,0.0
2021-07-07 22:00:00,938.8265704256805,938.8265704256805,914.9198798108533,920.6026000976562,488756,0.0,0.0
2021-07-08 22:00:00,933.3397965205222,935.1034509925222,899.8313183703567,907.865478515625,389633,0.0,0.0
2021-07-11 22:00:00,917.0754340620072,937.2589079424989,911.3927136316747,931.7721557617188,434550,0.0,0.0
2021-07-12 22:00:00,935.6912634187495,935.6912634187495,919.034979148468,928.4408569335938,538431,0.0,0.0
2021-07-13 22:00:00,928.4408990297067,929.0288037936283,907.4736114077025,921.974365234375,327107,0.0,0.0
2021-07-14 22:00:00,899.0474510143644,914.723954500586,887.486041653499,893.1687622070312,576576,0.0,0.0
2021-07-15 22:00:00,894.7364084161488,910.0209747111139,888.8577198717603,901.2029418945312,1332002,0.0,0.0
2021-07-18 22:00:00,899.2434024090066,899.2434024090066,875.5326793704058,889.8375244140625,471710,0.0,0.0
2021-07-19 22:00:00,898.067640206074,908.0614228122604,888.0739174010005,895.1282958984375,358041,0.0,0.0
2021-07-20 22:00:00,896.6959615276265,930.5963745117188,894.3444622149597,930.5963745117188,440459,0.0,0.0
2021-07-21 22:00:00,930.7923957911638,949.6042119610609,920.7986128445515,942.1578369140625,536752,0.0,0.0
2021-07-22 22:00:00,944.5093573665179,949.4082648217385,919.8188518319831,925.3056640625,342729,0.0,0.0
2021-07-25 22:00:00,924.9137568860466,926.677351665648,914.136160142671,923.3461303710938,265639,0.0,0.0
2021-07-26 22:00:00,928.6368618769941,931.1843295702572,906.4938246571984,913.352294921875,225235,0.0,0.0
2021-07-27 22:00:00,913.3523100964888,946.0769757366853,913.3523100964888,937.65087890625,314584,0.0,0.0
2021-07-28 22:00:00,940.0023546616816,942.745730783672,920.9945704573292,924.9136962890625,259339,0.0,0.0
2021-07-29 22:00:00,919.8188284137782,929.2247663690002,912.5684814453125,912.5684814453125,315426,0.0,0.0
2021-08-01 22:00:00,914.1361578266074,920.6026919358018,906.4938739336183,919.427001953125,235930,0.0,0.0
2021-08-02 22:00:00,920.9945335403793,929.0287531336135,912.3724690163938,915.899658203125,320385,0.0,0.0
2021-08-03 22:00:00,924.5217721885501,943.7255249023438,915.7037389488501,943.7255249023438,427841,0.0,0.0
2021-08-04 22:00:00,943.7255446306779,946.8608573638926,926.873291015625,926.873291015625,298843,0.0,0.0
2021-08-05 22:00:00,938.6306419051996,943.9214857278251,922.9541384913341,932.751953125,342731,0.0,0.0
2021-08-08 22:00:00,931.5762427393133,967.2403134320185,931.5762427393133,948.0365600585938,505107,0.0,0.0
2021-08-09 22:00:00,949.0163368401428,978.4097818358249,947.8406468812091,963.5171508789062,590870,0.0,0.0
2021-08-10 22:00:00,955.6788198061364,969.5916681120347,941.1780069671863,958.6181640625,456752,0.0,0.0
2021-08-11 22:00:00,943.1376185122889,953.3273697143685,913.5482659776682,918.0552368164062,563954,0.0,0.0
2021-08-12 22:00:00,930.5964317575322,958.0303130210584,924.717742915348,947.6446533203125,552456,0.0,0.0
2021-08-15 22:00:00,931.7722060103333,948.8204280218209,922.9541725149674,939.4144897460938,331821,0.0,0.0
2021-08-16 22:00:00,927.8530583008817,955.0909713889844,927.8530583008817,952.3475952148438,368440,0.0,0.0
2021-08-17 22:00:00,957.0505335407191,978.6057260069565,953.7193124038789,974.882568359375,423518,0.0,0.0
2021-08-18 22:00:00,965.6725450970171,1007.2153012885053,959.4019798801684,995.9478149414062,552773,0.0,0.0
2021-08-19 22:00:00,1004.276104392386,1028.7706435239077,999.8670873487121,1025.831298828125,525829,0.0,0.0
2021-08-22 22:00:00,1026.8110803933857,1036.119005263364,996.437851870299,1025.831298828125,387675,0.0,0.0
2021-08-23 22:00:00,1027.3008037887457,1033.1794922224437,1019.952443246623,1026.8109130859375,359265,0.0,0.0
2021-08-24 22:00:00,1024.3615074306147,1032.689649767449,1003.296206225681,1007.21533203125,284933,0.0,0.0
2021-08-25 22:00:00,1006.7254578000745,1011.1344744035786,984.190484048832,985.66015625,351425,0.0,0.0
2021-08-26 22:00:00,981.2511161885712,983.7005697986276,963.9089726691496,973.706787109375,335823,0.0,0.0
2021-08-29 22:00:00,974.8825193606075,989.0893500447571,970.9633936546352,981.2510986328125,159913,0.0,0.0
2021-08-30 22:00:00,982.2309637688971,1003.2962662337662,972.3351944384057,980.7612915039062,511614,0.0,0.0
2021-08-31 22:00:00,984.6803375611822,990.5590261436371,975.8623046875,975.8623046875,334846,0.0,0.0
2021-09-01 22:00:00,976.8421469704712,982.2309451734176,971.3553945388268,975.0785522460938,232614,0.0,0.0
2021-09-02 22:00:00,976.8420967433764,990.0691461977751,962.5373116242497,969.0038452148438,264051,0.0,0.0
2021-09-05 22:00:00,969.9836528526379,977.2340596327905,956.6586488147042,961.5575561523438,209568,0.0,0.0
2021-09-06 22:00:00,963.7130551871218,966.2605229564454,947.6446745393614,958.0303344726562,316388,0.0,0.0
2021-09-07 22:00:00,947.6446295415842,949.8001606898539,923.3460615638234,934.907470703125,433118,0.0,0.0
2021-09-08 22:00:00,937.2589343180251,937.2589343180251,920.2107725472733,924.3258666992188,429607,0.0,0.0
2021-09-09 22:00:00,923.9339207447523,923.9339207447523,906.297854389073,911.0007934570312,357870,0.0,0.0
2021-09-12 22:00:00,914.1361164617354,927.4611206054688,911.7846170005515,927.4611206054688,323989,0.0,0.0
2021-09-13 22:00:00,926.0894459988053,928.6368538689862,909.6291294657483,924.9136962890625,350188,0.0,0.0
2021-09-14 22:00:00,906.297858439371,926.8732692796161,870.6337890625,870.6337890625,945666,0.0,0.0
2021-09-15 22:00:00,872.2015109138189,878.2761682273476,856.5250067762571,877.29638671875,548273,0.0,0.0
2021-09-16 22:00:00,880.2357195068741,882.3911909561524,859.0724033227015,859.2683715820312,582292,0.0,0.0
2021-09-19 22:00:00,848.4907779928768,869.850002707301,838.3010264845249,864.755126953125,524394,0.0,0.0
2021-09-20 22:00:00,865.1470432364765,880.8235468511805,864.7551067256627,879.2559204101562,332748,0.0,0.0
2021-09-21 22:00:00,885.9184149647502,892.3849487304688,872.9852876321984,892.3849487304688,528423,0.0,0.0
2021-09-22 22:00:00,900.4191576376346,910.4129404443253,889.445593375408,898.4595947265625,359210,0.0,0.0
2021-09-23 22:00:00,902.1827600103069,902.1827600103069,885.5264751237962,886.1143798828125,279655,0.0,0.0
2021-09-26 22:00:00,891.6011846306619,894.1485926663022,870.8298044131085,872.0055541992188,323532,0.0,0.0
2021-09-27 22:00:00,870.0459059321615,874.3569681252434,850.8422139108607,858.4844970703125,383051,0.0,0.0
2021-09-28 22:00:00,861.031932110346,874.7488725029132,853.5856169605411,854.1734619140625,341911,0.0,0.0
2021-09-29 22:00:00,865.1470265602885,868.478307434647,830.4627390608686,831.6384887695312,420497,0.0,0.0
2021-09-30 22:00:00,827.5234156986079,852.0179527462948,821.644726807163,841.2403564453125,433152,0.0,0.0
2021-10-03 22:00:00,845.9433198489869,859.4642917708744,832.8142246227245,833.0101928710938,410082,0.0,0.0
2021-10-04 22:00:00,843.3958841317635,844.3756656095655,820.8609101423168,834.1859741210938,355227,0.0,0.0
2021-10-05 22:00:00,829.0910700171489,839.0848527079089,812.4347854662534,837.713134765625,391184,0.0,0.0
2021-10-06 22:00:00,850.2543698629087,859.2683715820312,841.4363364031159,859.2683715820312,490797,0.0,0.0
2021-10-07 22:00:00,862.0117632248936,862.0117632248936,830.6587548071581,834.577880859375,486160,0.0,0.0
2021-10-10 22:00:00,818.1174767217476,823.4083202521292,801.6571610066102,817.1376953125,599818,0.0,0.0
2021-10-11 22:00:00,820.6649888115059,846.13930869096,813.8065180747298,837.9091796875,457757,0.0,0.0
2021-10-12 22:00:00,833.7939984122023,873.3771921750129,832.0304037952898,866.32275390625,419706,0.0,0.0
2021-10-13 22:00:00,862.5996361266394,874.7488905587334,851.4301033702657,856.720947265625,489956,0.0,0.0
2021-10-14 22:00:00,861.6198471329866,869.8499755859375,842.4160944738711,869.8499755859375,1698340,0.0,0.0
2021-10-17 22:00:00,865.3430288145563,869.0661865373565,853.1937143495062,859.2683715820312,263626,0.0,0.0
2021-10-18 22:00:00,861.227957461925,874.1610855069011,857.1128631110984,872.0055541992188,258086,0.0,0.0
2021-10-19 22:00:00,869.0661505326674,906.1018775692144,863.5793983054434,896.8919677734375,573644,0.0,0.0
2021-10-20 22:00:00,891.9931197536532,903.7504979939855,882.7831495449457,896.108154296875,312336,0.0,0.0
2021-10-21 22:00:00,897.4798535586455,899.8313530779358,883.370976045137,889.6416015625,264663,0.0,0.0
2021-10-24 22:00:00,890.6213626441249,890.8173308997593,871.2217013586345,882.3911743164062,244618,0.0,0.0
2021-10-25 22:00:00,880.8235176037629,889.4455823453345,869.6539852287202,881.2154541015625,285408,0.0,0.0
2021-10-26 22:00:00,881.0194628126511,892.5808715820312,866.7146182326451,892.5808715820312,355313,0.0,0.0
2021-10-27 22:00:00,886.702222339527,906.2978515625,873.9650633445946,906.2978515625,418907,0.0,0.0
2021-10-28 22:00:00,906.297887054309,914.9199522898455,885.9184438245544,889.6416015625,443121,0.0,0.0
2021-10-31 23:00:00,890.6213686695957,915.1159057617188,890.6213686695957,915.1159057617188,296697,0.0,0.0
2021-11-01 23:00:00,915.1158555562682,919.426917768413,897.0878533250786,909.0411987304688,349960,0.0,0.0
2021-11-02 23:00:00,910.0210413447177,920.7986377985876,856.1330590753682,860.0521850585938,820993,0.0,0.0
2021-11-03 23:00:00,863.579432112501,881.4114074496147,856.1330568827731,856.9168701171875,542640,0.0,0.0
2021-11-04 23:00:00,858.2885288249702,866.5187167204491,837.9090871327277,858.4844970703125,402699,0.0,0.0
2021-11-07 23:00:00,860.8359843914978,868.6742362313516,852.6058558403207,861.4238891601562,253150,0.0,0.0
2021-11-08 23:00:00,866.5187916987549,866.9106684222355,851.6261007807857,854.7614135742188,239670,0.0,0.0
2021-11-09 23:00:00,852.4098399768967,860.6400278695323,839.868649693781,857.70068359375,384639,0.0,0.0
2021-11-10 23:00:00,865.1470209465565,869.6539916992188,850.2543309360645,869.6539916992188,255242,0.0,0.0
2021-11-11 23:00:00,870.0459379547186,884.5466916270744,861.0319365472171,883.7628784179688,314270,0.0,0.0
2021-11-14 23:00:00,883.762870877823,883.762870877823,867.3025544225831,872.789306640625,224897,0.0,0.0
2021-11-15 23:00:00,872.789362293562,879.6478329039982,862.5996704101562,862.5996704101562,287425,0.0,0.0
2021-11-16 23:00:00,862.2076947791786,868.0863836072185,849.66650390625,849.66650390625,471680,0.0,0.0
2021-11-17 23:00:00,852.0179086108809,862.7955043535724,839.2807500058817,843.0039672851562,352923,0.0,0.0
2021-11-18 23:00:00,840.0646765085487,844.1797109406552,826.9355805742456,831.2466430664062,484667,0.0,0.0
2021-11-21 23:00:00,831.8344387012909,850.4502859749358,825.5638135939338,827.5233764648438,385764,0.0,0.0
2021-11-22 23:00:00,821.0568802755301,829.4829770834485,811.6510019875694,814.7862548828125,393476,0.0,0.0
2021-11-23 23:00:00,813.2185984516075,830.4627279441119,812.2388170076898,814.3943481445312,465915,0.0,0.0
2021-11-24 23:00:00,818.1175162709661,856.1330248272864,818.1175162709661,854.1734619140625,407542,0.0,0.0
2021-11-25 23:00:00,831.2466089084161,858.876398050859,827.9153280467174,849.4705200195312,434089,0.0,0.0
2021-11-28 23:00:00,847.1190070242054,849.862442890362,825.9557518925983,829.091064453125,362006,0.0,0.0
2021-11-29 23:00:00,832.8142358724166,839.8686743012057,824.9759842406762,827.7193603515625,926312,0.0,0.0
2021-11-30 23:00:00,828.3072562644141,837.9091024505966,816.9417556390216,836.1455078125,401123,0.0,0.0
2021-12-01 23:00:00,825.5638423859507,829.0910915572714,799.6976474685082,799.8936157226562,495758,0.0,0.0
2021-12-02 23:00:00,802.0490862491696,805.5763354166827,774.4192966764491,776.5747680664062,401279,0.0,0.0
2021-12-05 23:00:00,783.825176211033,805.1844003025607,775.2031112329347,801.4612426757812,454317,0.0,0.0
2021-12-06 23:00:00,801.4612290802725,829.6789229849786,801.4612290802725,826.935546875,422108,0.0,0.0
2021-12-07 23:00:00,835.3616685123189,845.9433563699532,814.1984123992821,818.7053833007812,502221,0.0,0.0
2021-12-08 23:00:00,817.7256018177496,836.3414499953506,812.630785946878,818.7053833007812,437852,0.0,0.0
2021-12-09 23:00:00,812.6307644803416,816.9417670111312,800.8733869945461,808.3197021484375,304464,0.0,0.0
2021-12-12 23:00:00,807.5359159919312,813.6105731899567,800.4814773039376,803.224853515625,263943,0.0,0.0
2021-12-13 23:00:00,803.6168142693795,806.9480355550718,787.7443416929545,791.8594360351562,385452,0.0,0.0
2021-12-14 23:00:00,788.7240810534878,803.6167713143481,785.7847366520463,797.5421142578125,352994,0.0,0.0
2021-12-15 23:00:00,813.2185831287761,835.9495241595861,804.9883952344977,814.982177734375,505531,0.0,0.0
2021-12-16 23:00:00,821.448816277374,821.448816277374,799.3057189615107,813.2186279296875,712287,0.0,0.0
2021-12-19 23:00:00,803.4207968916185,814.7862379028102,782.8453862395161,810.6712036132812,411889,0.0,0.0
2021-12-20 23:00:00,823.0164019404718,830.4627168947263,812.434774447174,820.468994140625,332959,0.0,0.0
2021-12-21 23:00:00,823.9962203436781,830.266845703125,811.4550294259,830.266845703125,284774,0.0,0.0
2021-12-22 23:00:00,836.1455193525525,837.7131457633598,819.4892345829885,831.6384887695312,236365,0.0,0.0
2021-12-26 23:00:00,831.6385377854928,832.4223510370936,809.8873761971413,811.2590942382812,249790,0.0,0.0
